ID,Display Name,Category,Sub-Category,Primary Link,Secondary Link,Author Name,Author Link,Active,Date Added,Last Modified,Last Checked,License,Description,Removed From Origin,Stale,Repo Created,Latest Release,Release Version,Release Source
cmd-6aeeadd6,/commit-fast,Slash-Commands,Version Control & Git,https://github.com/steadycursor/steadystart/blob/main/.claude/commands/2-commit-fast.md,,steadycursor,https://github.com/steadycursor,TRUE,,2025-08-03:20-24-42,2026-02-14:19-11-34,NOT_FOUND,"Automates git commit process by selecting the first suggested message, generating structured commits with consistent formatting while skipping manual confirmation and removing Claude co-Contributorship footer",FALSE,TRUE,2024-05-14:22-13-33,,,
cmd-2f41bf88,/create-pr,Slash-Commands,Version Control & Git,https://github.com/toyamarinyon/giselle/blob/main/.claude/commands/create-pr.md,,toyamarinyon,https://github.com/toyamarinyon,TRUE,2025-07-29,2025-04-04:14-05-50,2026-02-14:19-11-36,Apache-2.0,"Streamlines pull request creation by handling the entire workflow: creating a new branch, committing changes, formatting modified files with Biome, and submitting the PR.",FALSE,TRUE,2023-12-21:04-25-41,,,
cmd-6f066b19,/create-pull-request,Slash-Commands,Version Control & Git,https://github.com/liam-hq/liam/blob/main/.claude/commands/create-pull-request.md,,liam-hq,https://github.com/liam-hq,TRUE,2025-07-29,2026-02-08:07-57-48,2026-02-14:19-11-38,Apache-2.0,"Provides comprehensive PR creation guidance with GitHub CLI, enforcing title conventions, following template structure, and offering concrete command examples with best practices.",FALSE,TRUE,2024-08-08:02-58-32,2025-11-25:02-37-34,@liam-hq/cli@0.7.24,github-releases
cmd-54c60a04,/create-worktrees,Slash-Commands,Version Control & Git,https://github.com/evmts/tevm-monorepo/blob/main/.claude/commands/create-worktrees.md,,evmts,https://github.com/evmts,TRUE,,2026-02-09:21-00-27,2026-02-14:19-11-40,MIT,"Creates git worktrees for all open PRs or specific branches, handling branches with slashes, cleaning up stale worktrees, and supporting custom branch creation for development.",FALSE,TRUE,2023-02-14:18-40-46,2025-10-04:11-25-52,v1.0.0-next.148,github-releases
cmd-d39b623d,/fix-github-issue,Slash-Commands,Version Control & Git,https://github.com/jeremymailen/kotlinter-gradle/blob/master/.claude/commands/fix-github-issue.md,,jeremymailen,https://github.com/jeremymailen,TRUE,2025-07-29,2026-02-19:06-01-28,2026-02-14:19-11-42,Apache-2.0,"Analyzes and fixes GitHub issues using a structured approach with GitHub CLI for issue details, implementing necessary code changes, running tests, and creating proper commit messages.",FALSE,TRUE,2017-05-07:06-42-09,2026-02-10:23-36-31,5.4.2,github-releases
cmd-85f39721,/fix-issue,Slash-Commands,Version Control & Git,https://github.com/metabase/metabase/blob/master/.claude/commands/fix-issue.md,,metabase,https://github.com/metabase,FALSE,,2025-04-08:08-37-04,2026-02-14:19-11-44,NOASSERTION,"Addresses GitHub issues by taking issue number as parameter, analyzing context, implementing solution, and testing/validating the fix for proper integration.",FALSE,TRUE,2015-02-02:19-28-24,2026-02-12:18-10-56,v0.58.6,github-releases
cmd-16c71a8c,/fix-pr,Slash-Commands,Version Control & Git,https://github.com/metabase/metabase/blob/master/.claude/commands/fix-pr.md,,metabase,https://github.com/metabase,FALSE,,2025-04-08:08-37-04,2026-02-14:19-11-47,NOASSERTION,"Fetches and fixes unresolved PR comments by automatically retrieving feedback, addressing reviewer concerns, making targeted code improvements, and streamlining the review process.",FALSE,TRUE,2015-02-02:19-28-24,2026-02-12:18-10-56,v0.58.6,github-releases
cmd-a1042630,/husky,Slash-Commands,Version Control & Git,https://github.com/evmts/tevm-monorepo/blob/main/.claude/commands/husky.md,,evmts,https://github.com/evmts,TRUE,2025-07-29,2026-02-09:21-00-27,2026-02-14:19-11-49,MIT,"Sets up and manages Husky Git hooks by configuring pre-commit hooks, establishing commit message standards, integrating with linting tools, and ensuring code quality on commits.",FALSE,TRUE,2023-02-14:18-40-46,2025-10-04:11-25-52,v1.0.0-next.148,github-releases
cmd-7f51ad4d,/pr-review,Slash-Commands,Version Control & Git,https://github.com/hesreallyhim/awesome-claude-code/blob/923ddf1c3dba0413ecae1c6c2921a1607dc5911d/resources/slash-commands/pr-review/pr-review.md,,arkavo-org,https://github.com/arkavo-org,FALSE,2025-07-29,2025-04-03:01-10-13,2026-02-14:19-11-49,MIT,"Reviews pull request changes to provide feedback, check for issues, and suggest improvements before merging into the main codebase.",TRUE,,2025-04-19:21-00-28,,,
cmd-d32f827c,/update-branch-name,Slash-Commands,Version Control & Git,https://github.com/giselles-ai/giselle/blob/main/.claude/commands/update-branch-name.md,,giselles-ai,https://github.com/giselles-ai,TRUE,,2026-02-26:02-34-16,2026-02-14:19-11-51,Apache-2.0,"Updates branch names with proper prefixes and formats, enforcing naming conventions, supporting semantic prefixes, and managing remote branch updates.",FALSE,TRUE,2023-12-21:04-25-41,2026-02-26:00-51-11,v0.66.1,github-releases
cmd-884d2f7b,/analyze-code,Slash-Commands,Code Analysis & Testing,https://github.com/Hkgstax/VALUGATOR/blob/main/.claude/commands/analyze-code.md,,Hkgstax,https://github.com/Hkgstax,FALSE,,,2026-02-14:19-11-52,NOT_FOUND,"Reviews code structure and identifies key components, mapping relationships between elements and suggesting targeted improvements for better architecture and performance.",FALSE,,,,,
cmd-193fe5e1,/check,Slash-Commands,Code Analysis & Testing,https://github.com/rygwdn/slack-tools/blob/main/.claude/commands/check.md,,rygwdn,https://github.com/rygwdn,FALSE,2025-07-29,2025-05-06:17-13-58,2026-02-14:19-11-54,NOT_FOUND,"Performs comprehensive code quality and security checks, featuring static analysis integration, security vulnerability scanning, code style enforcement, and detailed reporting.",FALSE,TRUE,2025-03-27:18-56-11,,,
cmd-9944dc47,/clean,Slash-Commands,Code Analysis & Testing,https://github.com/Graphlet-AI/eridu/blob/main/.claude/commands/clean.md,,Graphlet-AI,https://github.com/Graphlet-AI,FALSE,2025-07-29,2025-05-16:04-28-34,2025-11-02:18-36-47,Apache-2.0,"Addresses code formatting and quality issues by fixing black formatting problems, organizing imports with isort, resolving flake8 linting issues, and correcting mypy type errors.",FALSE,,2025-03-25:18-33-44,,,
cmd-f77c03b5,/code_analysis,Slash-Commands,Code Analysis & Testing,https://github.com/kingler/n8n_agent/blob/main/.claude/commands/code_analysis.md,,kingler,https://github.com/kingler,TRUE,2025-07-29,2025-05-16:17-30-29,2026-02-14:19-11-56,NOT_FOUND,"Provides a menu of advanced code analysis commands for deep inspection, including knowledge graph generation, optimization suggestions, and quality evaluation.",FALSE,TRUE,2025-05-16:17-30-29,,,
cmd-e6804b12,/implement-issue,Slash-Commands,Code Analysis & Testing,https://github.com/cmxela/thinkube/blob/main/.claude/commands/implement-issue.md,,cmxela,https://github.com/cmxela,FALSE,,,2026-02-14:19-11-56,NOT_FOUND,"Implements GitHub issues following strict project guidelines, complete implementation checklists, variable naming conventions, testing procedures, and documentation requirements.",FALSE,,,,,
cmd-0ff45c34,/implement-task,Slash-Commands,Code Analysis & Testing,https://github.com/Hkgstax/VALUGATOR/blob/main/.claude/commands/implement-task.md,,Hkgstax,https://github.com/Hkgstax,FALSE,,,2026-02-14:19-11-57,NOT_FOUND,"Approaches task implementation methodically by thinking through strategy step-by-step, evaluating different approaches, considering tradeoffs, and implementing the best solution.",FALSE,,,,,
cmd-c76ed84c,/optimize,Slash-Commands,Code Analysis & Testing,https://github.com/to4iki/ai-project-rules/blob/main/.claude/commands/optimize.md,,to4iki,https://github.com/to4iki,TRUE,2025-07-29,2025-04-24:16-18-21,2026-02-14:19-11-59,MIT,"Analyzes code performance to identify bottlenecks, proposing concrete optimizations with implementation guidance for improved application performance.",FALSE,TRUE,2025-04-24:16-18-21,,,
cmd-3c922eaa,/repro-issue,Slash-Commands,Code Analysis & Testing,https://github.com/rzykov/metabase/blob/master/.claude/commands/repro-issue.md,,rzykov,https://github.com/rzykov,FALSE,2025-07-29,2025-04-08:08-37-04,2026-02-14:19-12-01,NOASSERTION,"Creates reproducible test cases for GitHub issues, ensuring tests fail reliably and documenting clear reproduction steps for developers.",FALSE,TRUE,2015-02-02:19-28-24,,,
cmd-1ba4d44c,/task-breakdown,Slash-Commands,Code Analysis & Testing,https://github.com/Hkgstax/VALUGATOR/blob/main/.claude/commands/task-breakdown.md,,Hkgstax,https://github.com/Hkgstax,FALSE,,,2026-02-14:19-12-02,NOT_FOUND,"Analyzes feature requirements, identifies components and dependencies, creates manageable tasks, and sets priorities for efficient feature implementation.",FALSE,,,,,
cmd-051321ab,/tdd,Slash-Commands,Code Analysis & Testing,https://github.com/zscott/pane/blob/main/.claude/commands/tdd.md,,zscott,https://github.com/zscott,TRUE,2025-07-29,2025-03-07:16-35-10,2026-02-14:19-12-03,NOT_FOUND,"Guides development using Test-Driven Development principles, enforcing Red-Green-Refactor discipline, integrating with git workflow, and managing PR creation.",FALSE,TRUE,2025-03-05:17-52-00,2025-03-05:18-00-20,v0.1.1,github-releases
cmd-cccacca2,/tdd-implement,Slash-Commands,Code Analysis & Testing,https://github.com/jerseycheese/Narraitor/blob/feature/issue-227-ai-suggestions/.claude/commands/tdd-implement.md,,jerseycheese,https://github.com/jerseycheese,TRUE,,2026-02-06:21-14-20,2026-02-14:19-12-05,MIT,"Implements Test-Driven Development by analyzing feature requirements, creating tests first (red), implementing minimal passing code (green), and refactoring while maintaining tests.",FALSE,FALSE,2025-04-28:17-05-33,,,
cmd-7991e9fb,/testing_plan_integration,Slash-Commands,Code Analysis & Testing,https://github.com/buster-so/buster/blob/main/api/.claude/commands/testing_plan_integration.md,,buster-so,https://github.com/buster-so,FALSE,,,2026-02-14:19-12-06,NOASSERTION,"Creates inline Rust-style tests, suggests refactoring for testability, analyzes code challenges, and creates comprehensive test coverage for robust code.",FALSE,,,,,
cmd-01b57069,/context-prime,Slash-Commands,Context Loading & Priming,https://github.com/elizaOS/elizaos.github.io/blob/main/.claude/commands/context-prime.md,,elizaOS,https://github.com/elizaOS,TRUE,2025-07-29,2026-02-16:01-17-20,2026-02-14:19-12-08,MIT,"Primes Claude with comprehensive project understanding by loading repository structure, setting development context, establishing project goals, and defining collaboration parameters.",FALSE,TRUE,2024-11-10:03-44-30,,,
cmd-82556482,/initref,Slash-Commands,Context Loading & Priming,https://github.com/okuvshynov/cubestat/blob/main/.claude/commands/initref.md,,okuvshynov,https://github.com/okuvshynov,TRUE,2025-07-29,2025-08-11:02-27-35,2026-02-14:19-12-10,MIT,"Initializes reference documentation structure with standard doc templates, API reference setup, documentation conventions, and placeholder content generation.",FALSE,TRUE,2023-02-08:15-30-18,2025-03-04:14-34-45,v0.3.4,github-releases
cmd-e7fde689,/load-llms-txt,Slash-Commands,Context Loading & Priming,https://github.com/ethpandaops/xatu-data/blob/master/.claude/commands/load-llms-txt.md,,ethpandaops,https://github.com/ethpandaops,TRUE,2025-07-29,2026-02-26:00-09-05,2026-02-14:19-12-12,MIT,"Loads LLM configuration files to context, importing specific terminology, model configurations, and establishing baseline terminology for AI discussions.",FALSE,TRUE,2024-03-26:00-43-31,,,
cmd-cc5f7cd3,/load_coo_context,Slash-Commands,Context Loading & Priming,https://github.com/Mjvolk3/torchcell/blob/main/.claude/commands/load_coo_context.md,,Mjvolk3,https://github.com/Mjvolk3,FALSE,,2025-05-08:02-33-13,2026-02-14:19-12-14,NOT_FOUND,"References specific files for sparse matrix operations, explains transform usage, compares with previous approaches, and sets data formatting context for development.",FALSE,TRUE,2023-07-24:22-56-56,2025-08-07:03-40-40,v1.1.0,github-releases
cmd-63a682e3,/load_dango_pipeline,Slash-Commands,Context Loading & Priming,https://github.com/Mjvolk3/torchcell/blob/main/.claude/commands/load_dango_pipeline.md,,Mjvolk3,https://github.com/Mjvolk3,FALSE,,2025-05-08:20-13-41,2026-02-14:19-12-16,NOT_FOUND,"Sets context for model training by referencing pipeline files, establishing working context, and preparing for pipeline work with relevant documentation.",FALSE,TRUE,2023-07-24:22-56-56,2025-08-07:03-40-40,v1.1.0,github-releases
cmd-f4c7bb3c,/prime,Slash-Commands,Context Loading & Priming,https://github.com/yzyydev/AI-Engineering-Structure/blob/main/.claude/commands/prime.md,,yzyydev,https://github.com/yzyydev,FALSE,2025-07-29,2025-09-15:14-45-35,2026-02-14:19-12-18,NOT_FOUND,"Sets up initial project context by viewing directory structure and reading key files, creating standardized context with directory visualization and key documentation focus.",FALSE,TRUE,2025-05-08:10-26-38,,,
cmd-6467d59f,/reminder,Slash-Commands,Context Loading & Priming,https://github.com/cmxela/thinkube/blob/main/.claude/commands/reminder.md,,cmxela,https://github.com/cmxela,FALSE,,,2026-02-14:19-12-19,NOT_FOUND,"Re-establishes project context after conversation breaks or compaction, restoring context and fixing guideline inconsistencies for complex implementations.",FALSE,,,,,
cmd-acaa3ecd,/rsi,Slash-Commands,Context Loading & Priming,https://github.com/ddisisto/si/blob/main/.claude/commands/rsi.md,,ddisisto,https://github.com/ddisisto,FALSE,2025-07-29,2025-05-18:02-11-55,2026-02-14:19-12-21,NOT_FOUND,"Reads all commands and key project files to optimize AI-assisted development by streamlining the process, loading command context, and setting up for better development workflow.",FALSE,TRUE,2025-05-17:02-27-16,,,
cmd-989ec43f,/add-to-changelog,Slash-Commands,Documentation & Changelogs,https://github.com/berrydev-ai/blockdoc-python/blob/main/.claude/commands/add-to-changelog.md,,berrydev-ai,https://github.com/berrydev-ai,TRUE,2025-07-29,2025-04-28:15-54-32,2026-02-14:19-12-23,MIT,"Adds new entries to changelog files while maintaining format consistency, properly documenting changes, and following established project standards for version tracking.",FALSE,TRUE,2025-03-23:18-25-35,2025-04-25:23-49-58,1.1.0,github-releases
cmd-416793e8,/create-docs,Slash-Commands,Documentation & Changelogs,https://github.com/jerseycheese/Narraitor/blob/feature/issue-227-ai-suggestions/.claude/commands/create-docs.md,,jerseycheese,https://github.com/jerseycheese,TRUE,2025-07-29,2026-02-06:21-14-20,2026-02-14:19-12-25,MIT,"Analyzes code structure and purpose to create comprehensive documentation detailing inputs/outputs, behavior, user interaction flows, and edge cases with error handling.",FALSE,FALSE,2025-04-28:17-05-33,,,
cmd-4d612ab9,/docs,Slash-Commands,Documentation & Changelogs,https://github.com/slunsford/coffee-analytics/blob/main/.claude/commands/docs.md,,slunsford,https://github.com/slunsford,TRUE,2025-07-29,2025-11-13:18-34-17,2026-02-14:19-12-27,NOT_FOUND,"Generates comprehensive documentation that follows project structure, documenting APIs and usage patterns with consistent formatting for better user understanding.",FALSE,TRUE,2023-08-22:19-12-06,,,
cmd-7c4c3c47,/explain-issue-fix,Slash-Commands,Documentation & Changelogs,https://github.com/hackdays-io/toban-contribution-viewer/blob/main/.claude/commands/explain-issue-fix.md,,hackdays-io,https://github.com/hackdays-io,TRUE,2025-07-29,2025-05-17:15-04-46,2026-02-14:19-12-29,NOT_FOUND,"Documents solution approaches for GitHub issues, explaining technical decisions, detailing challenges overcome, and providing implementation context for better understanding.",FALSE,TRUE,2025-03-30:07-41-02,,,
cmd-7767f28f,/update-docs,Slash-Commands,Documentation & Changelogs,https://github.com/Consiliency/Flutter-Structurizr/blob/main/.claude/commands/update-docs.md,,Consiliency,https://github.com/Consiliency,TRUE,2025-07-29,2025-05-22:23-41-19,2026-02-14:19-12-31,MIT,"Reviews current documentation status, updates implementation progress, reviews phase documents, and maintains documentation consistency across the project.",FALSE,TRUE,2025-05-12:23-16-35,,,
cmd-19f297bd,/build-react-app,Slash-Commands,CI / Deployment,https://github.com/wmjones/wyatt-personal-aws/blob/main/.claude/commands/build-react-app.md,,wmjones,https://github.com/wmjones,FALSE,,,2026-02-14:19-12-32,NOT_FOUND,"Builds React applications locally with intelligent error handling, creating specific tasks for build failures and providing appropriate server commands based on build results.",FALSE,,,,,
cmd-39a87802,/release,Slash-Commands,CI / Deployment,https://github.com/kelp/webdown/blob/main/.claude/commands/release.md,,kelp,https://github.com/kelp,FALSE,2025-07-29,2025-03-22:05-33-16,2026-02-14:19-12-34,MIT,"Manages software releases by updating changelogs, reviewing README changes, evaluating version increments, and documenting release changes for better version tracking.",FALSE,TRUE,2025-03-15:18-37-39,2025-12-11:00-36-52,v0.8.1,github-releases
cmd-88d84cb6,/run-ci,Slash-Commands,CI / Deployment,https://github.com/hackdays-io/toban-contribution-viewer/blob/main/.claude/commands/run-ci.md,,hackdays-io,https://github.com/hackdays-io,TRUE,,2025-05-17:15-04-46,2026-02-14:19-12-36,NOT_FOUND,"Activates virtual environments, runs CI-compatible check scripts, iteratively fixes errors, and ensures all tests pass before completion.",FALSE,TRUE,2025-03-30:07-41-02,,,
cmd-fdc46b4a,/run-pre-commit,Slash-Commands,CI / Deployment,https://github.com/wmjones/wyatt-personal-aws/blob/main/.claude/commands/run-pre-commit.md,,wmjones,https://github.com/wmjones,FALSE,,,2026-02-14:19-12-37,NOT_FOUND,"Runs pre-commit checks with intelligent results handling, analyzing outputs, creating tasks for issue fixing, and integrating with task management systems.",FALSE,,,,,
cmd-8856ecb4,/create-command,Slash-Commands,Project & Task Management,https://github.com/scopecraft/command/blob/main/.claude/commands/create-command.md,,scopecraft,https://github.com/scopecraft,TRUE,2025-07-29,2025-11-09:12-20-07,2026-02-14:19-12-40,NOT_FOUND,"Guides Claude through creating new custom commands with proper structure by analyzing requirements, templating commands by category, enforcing command standards, and creating supporting documentation.",FALSE,TRUE,2025-05-10:17-23-27,2025-06-06:04-25-20,v0.16.0,github-releases
cmd-0420f9cb,/create-plan,Slash-Commands,Project & Task Management,https://github.com/hesreallyhim/inkverse-fork/blob/preserve-claude-resources/.claude/commands/create-plan.md,,taddyorg,https://github.com/taddyorg,TRUE,2025-07-29,2026-01-28:06-09-49,2026-01-20:01-15-59,AGPL-3.0,"Generates comprehensive product requirement documents outlining detailed specifications, requirements, and features following standardized document structure and format.",TRUE,TRUE,2025-05-06:21-28-47,,,
cmd-ec48035a,/create-prp,Slash-Commands,Project & Task Management,https://github.com/Wirasm/claudecode-utils/blob/main/.claude/commands/create-prp.md,,Wirasm,https://github.com/Wirasm,TRUE,2025-07-29,2025-05-21:11-01-32,2026-02-14:19-12-42,MIT,"Creates product requirement plans by reading PRP methodology, following template structure, creating comprehensive requirements, and structuring product definitions for development.",FALSE,TRUE,2025-05-11:18-23-30,,,
cmd-2981aaf0,/do-issue,Slash-Commands,Project & Task Management,https://github.com/jerseycheese/Narraitor/blob/feature/issue-227-ai-suggestions/.claude/commands/do-issue.md,,jerseycheese,https://github.com/jerseycheese,TRUE,,2026-02-06:21-14-20,2026-02-14:19-12-44,MIT,"Implements GitHub issues with manual review points, following a structured approach with issue number parameter and offering alternative automated mode for efficiency.",FALSE,FALSE,2025-04-28:17-05-33,,,
cmd-f5425f91,/next-task,Slash-Commands,Project & Task Management,https://github.com/wmjones/wyatt-personal-aws/blob/main/.claude/commands/next-task.md,,wmjones,https://github.com/wmjones,FALSE,,,2026-02-14:19-12-44,NOT_FOUND,"Gets the next task from TaskMaster and creates a branch for it, integrating with task management systems, automating branch creation, and enforcing naming conventions.",FALSE,,,,,
cmd-a8870199,/prd-generator,Slash-Commands,Project & Task Management,https://github.com/dredozubov/prd-generator,,Denis Redozubov,https://github.com/dredozubov,TRUE,2026-01-30:02-03-18,2026-01-14:10-29-44,2026-02-14:19-12-46,MIT,"A Claude Code plugin that generates comprehensive Product Requirements Documents (PRDs) from conversation context. Invoke `/create-prd` after discussing requirements and it produces a complete PRD with all standard sections including Executive Summary, User Stories, MVP Scope, Architecture, Success Criteria, and Implementation Phases.",FALSE,FALSE,2026-01-14:10-27-43,,,
cmd-80018864,/project_hello_w_name,Slash-Commands,Project & Task Management,https://github.com/disler/just-prompt/blob/main/.claude/commands/project_hello_w_name.md,,disler,https://github.com/disler,TRUE,2025-07-29,2025-08-10:19-05-50,2026-02-14:19-12-48,NOT_FOUND,"Creates customizable greeting components with name input, demonstrating argument passing, component reusability, state management, and user input handling.",FALSE,TRUE,2025-03-20:17-36-32,,,
cmd-1bc55517,/todo,Slash-Commands,Project & Task Management,https://github.com/chrisleyva/todo-slash-command/blob/main/todo.md,,chrisleyva,https://github.com/chrisleyva,TRUE,2025-07-29,2025-06-25:23-12-56,2026-02-14:19-12-50,MIT,"A convenient command to quickly manage project todo items without leaving the Claude Code interface, featuring due dates, sorting, task prioritization, and comprehensive todo list management.",FALSE,TRUE,2025-06-23:19-31-31,,,
cmd-089f917a,/act,Slash-Commands,Miscellaneous,https://github.com/sotayamashita/dotfiles/blob/main/.claude/commands/act.md,,sotayamashita,https://github.com/sotayamashita,FALSE,,2025-06-29:06-25-59,2026-02-14:19-12-51,MIT,"Generates React components with proper accessibility, creating ARIA-compliant components with keyboard navigation that follow React best practices and include comprehensive accessibility testing.",FALSE,,2016-02-11:09-53-28,,,
cmd-48cb3d9e,/dump,Slash-Commands,Miscellaneous,https://gist.github.com/fumito-ito/77c308e0382e06a9c16b22619f8a2f83#file-dump-md,,fumito-ito,https://github.com/fumito-ito,FALSE,,,2026-02-14:19-12-51,NOT_FOUND,Dumps the current Claude Code conversation to a markdown file in `.claude/logs/` with timestamped files that include session details and preserve full conversation history.,FALSE,,,,,
cmd-6581d11f,/five,Slash-Commands,Miscellaneous,https://github.com/TuckerTucker/tkr-portfolio/blob/main/.claude/commands/five.md,,TuckerTucker,https://github.com/TuckerTucker,FALSE,2025-07-29,2025-06-25:06-46-24,2026-02-14:19-12-52,NOT_FOUND,"Applies the ""five whys"" methodology to perform root cause analysis, identify underlying issues, and create solution approaches for complex problems.",FALSE,,,,,
cmd-a0a98a9e,/fixing_go_in_graph,Slash-Commands,Miscellaneous,https://github.com/Mjvolk3/torchcell/blob/main/.claude/commands/fixing_go_in_graph.md,,Mjvolk3,https://github.com/Mjvolk3,TRUE,,2026-01-27:17-11-51,2026-02-14:19-12-54,NOT_FOUND,"Focuses on Gene Ontology annotation integration in graph databases, handling multiple data sources, addressing graph representation issues, and ensuring correct data incorporation.",FALSE,TRUE,2023-07-24:22-56-56,2025-08-07:03-40-40,v1.1.0,github-releases
cmd-40432dca,/mermaid,Slash-Commands,Miscellaneous,https://github.com/GaloyMoney/lana-bank/blob/main/.claude/commands/mermaid.md,,GaloyMoney,https://github.com/GaloyMoney,FALSE,2025-07-29,2025-03-30:17-53-38,2026-02-14:19-12-56,NOASSERTION,"Generates Mermaid diagrams from SQL schema files, creating entity relationship diagrams with table properties, validating diagram compilation, and ensuring complete entity coverage.",FALSE,TRUE,2024-05-17:07-25-09,2026-02-12:13-55-07,0.40.1,github-releases
cmd-dc2a5edd,/review_dcell_model,Slash-Commands,Miscellaneous,https://github.com/Mjvolk3/torchcell/blob/main/.claude/commands/review_dcell_model.md,,Mjvolk3,https://github.com/Mjvolk3,TRUE,2025-07-29,2026-01-27:17-11-51,2026-02-14:19-12-58,NOT_FOUND,"Reviews old Dcell implementation files, comparing with newer Dango model, noting changes over time, and analyzing refactoring approaches for better code organization.",FALSE,TRUE,2023-07-24:22-56-56,2025-08-07:03-40-40,v1.1.0,github-releases
cmd-0a1fa75a,/use-stepper,Slash-Commands,Miscellaneous,https://github.com/zuplo/docs/blob/main/.claude/commands/use-stepper.md,,zuplo,https://github.com/zuplo,TRUE,2025-07-29,2026-02-25:11-14-11,2026-02-14:19-13-00,NOT_FOUND,"Reformats documentation to use React Stepper component, transforming heading formats, applying proper indentation, and maintaining markdown compatibility with admonition formatting.",FALSE,TRUE,2021-08-03:14-14-19,,,
claude-ac32c909,AI IntelliJ Plugin,CLAUDE.md Files,Language-Specific,https://github.com/didalgolab/ai-intellij-plugin/blob/main/CLAUDE.md,,didalgolab,https://github.com/didalgolab,TRUE,2025-07-29,2025-03-26:22-20-18,2026-02-14:19-13-02,Apache-2.0,"Provides comprehensive Gradle commands for IntelliJ plugin development with platform-specific coding patterns, detailed package structure guidelines, and clear internationalization standards.",FALSE,TRUE,2023-05-04:01-47-31,2024-10-03:20-16-25,v1.1.1,github-releases
claude-bbaa0c15,AWS MCP Server,CLAUDE.md Files,Language-Specific,https://github.com/alexei-led/aws-mcp-server/blob/main/CLAUDE.md,,alexei-led,https://github.com/alexei-led,TRUE,2025-07-29,2026-02-22:18-04-23,2026-02-14:19-13-04,MIT,"Features multiple Python environment setup options with detailed code style guidelines, comprehensive error handling recommendations, and security considerations for AWS CLI interactions.",FALSE,FALSE,2025-03-11:19-44-05,2026-02-15:06-35-25,v1.6.0,github-releases
claude-e130a9c3,DroidconKotlin,CLAUDE.md Files,Language-Specific,https://github.com/touchlab/DroidconKotlin/blob/main/CLAUDE.md,,touchlab,https://github.com/touchlab,TRUE,2025-07-29,2025-12-10:14-29-37,2026-02-14:19-13-06,Apache-2.0,Delivers comprehensive Gradle commands for cross-platform Kotlin Multiplatform development with clear module structure and practical guidance for dependency injection.,FALSE,TRUE,2018-07-13:12-15-58,,,
claude-1279cf13,EDSL,CLAUDE.md Files,Language-Specific,https://github.com/hesreallyhim/awesome-claude-code/blob/main/resources/claude.md-files/EDSL/CLAUDE.md,,expectedparrot,https://github.com/expectedparrot,TRUE,2025-07-29,2026-02-26:00-32-01,2025-09-21:08-04-24,MIT,"Offers detailed build and test commands with strict code style enforcement, comprehensive testing requirements, and standardized development workflow using Black and mypy.",TRUE,,2025-04-19:21-00-28,,,
claude-3ae444b3,Giselle,CLAUDE.md Files,Language-Specific,https://github.com/giselles-ai/giselle/blob/main/CLAUDE.md,,giselles-ai,https://github.com/giselles-ai,TRUE,2025-07-29,2026-02-26:02-34-16,2026-02-14:19-13-08,Apache-2.0,Provides detailed build and test commands using pnpm and Vitest with strict code formatting requirements and comprehensive naming conventions for code consistency.,FALSE,FALSE,2023-12-21:04-25-41,2026-02-26:00-51-11,v0.66.1,github-releases
claude-b302b042,HASH,CLAUDE.md Files,Language-Specific,https://github.com/hashintel/hash/blob/main/CLAUDE.md,,hashintel,https://github.com/hashintel,TRUE,2025-07-29,2026-02-25:21-15-20,2026-02-14:19-13-10,NOASSERTION,"Features comprehensive repository structure breakdown with strong emphasis on coding standards, detailed Rust documentation guidelines, and systematic PR review process.",FALSE,FALSE,2019-07-15:16-19-37,2026-01-28:16-10-17,@hashintel/petrinaut@0.0.8,github-releases
claude-6dc32b06,Inkline,CLAUDE.md Files,Language-Specific,https://github.com/inkline/inkline/blob/main/CLAUDE.md,,inkline,https://github.com/inkline,TRUE,2025-07-29,2025-05-18:14-06-27,2026-02-14:19-13-12,NOASSERTION,"Structures development workflow using pnpm with emphasis on TypeScript and Vue 3 Composition API, detailed component creation process, and comprehensive testing recommendations.",FALSE,TRUE,2018-02-07:12-58-42,2024-11-18:06-40-57,v4.7.2,github-releases
claude-1821727a,JSBeeb,CLAUDE.md Files,Language-Specific,https://github.com/mattgodbolt/jsbeeb/blob/main/CLAUDE.md,,mattgodbolt,https://github.com/mattgodbolt,TRUE,2025-07-29,2026-02-23:17-01-43,2026-02-14:19-13-14,GPL-3.0,"Provides development guide for JavaScript BBC Micro emulator with build and testing instructions, architecture documentation, and debugging workflows.",FALSE,FALSE,2011-10-03:11-26-13,2026-02-23:17-01-58,v1.4.0,github-releases
claude-3591a3e4,Lamoom Python,CLAUDE.md Files,Language-Specific,https://github.com/LamoomAI/lamoom-python/blob/main/CLAUDE.md,,LamoomAI,https://github.com/LamoomAI,TRUE,2025-07-29,2025-08-28:13-38-23,2026-02-14:19-13-16,Apache-2.0,"Serves as reference for production prompt engineering library with load balancing of AI Models, API documentation, and usage patterns with examples.",FALSE,TRUE,2024-02-09:12-08-20,,,
